Name: CCTV2, URL: http://221.205.92.218:8085/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 101 ms
Name: CCTV2, URL: http://183.185.67.240:8085/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-18, Resolution: 1920x1080, Response Time: 113 ms
Name: CCTV2, URL: http://171.117.245.185:8084/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-16, Resolution: 1920x1080, Response Time: 125 ms
Name: CCTV2, URL: http://171.117.73.233:8085/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 367 ms
Name: CCTV2, URL: http://183.191.247.183:8085/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 358 ms
Name: CCTV2, URL: http://183.185.220.165:8082/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 67 ms
Name: CCTV2, URL: http://183.185.67.240:8083/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-17, Resolution: 1920x1080, Response Time: 2 ms
Name: CCTV2, URL: http://171.116.182.180:8085/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 373 ms
Name: CCTV2, URL: http://171.119.205.174:6001/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-26, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://171.116.182.180:8083/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 388 ms
Name: CCTV2, URL: http://118.81.49.40:8084/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-08, Resolution: 1920x1080, Response Time: 246 ms
Name: CCTV2, URL: http://171.118.123.127:8005/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://171.117.201.100:8085/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 86 ms
Name: CCTV2, URL: http://183.189.28.182:8000/rtp/226.0.2.19:8064$1920x1080, Date: 2024-08-31, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://171.117.73.233:8083/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 33 ms
Name: CCTV2, URL: http://60.220.167.66:8085/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 362 ms
Name: CCTV2, URL: http://171.124.48.143:8085/rtp/226.0.2.19:8064$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 340 ms
Name: CCTV2, URL: http://120.6.7.108:4022/rtp/239.253.92.190:6065$1920x1080, Date: 2024-09-26, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://101.27.106.176:8888/rtp/239.253.92.190:6065$1920x1080, Date: 2024-09-16, Resolution: 1920x1080, Response Time: 54 ms
Name: CCTV2, URL: http://27.184.66.85:1024/rtp/239.254.200.158:6000$1920x1080, Date: 2024-09-21, Resolution: 1920x1080, Response Time: 368 ms
Name: CCTV2, URL: http://27.11.59.255:8010/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 239 ms
Name: CCTV2, URL: http://211.158.153.132:8004/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 344 ms
Name: CCTV2, URL: http://27.10.76.203:8005/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 137 ms
Name: CCTV2, URL: http://27.10.128.93:8002/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-24, Resolution: 1920x1080, Response Time: 399 ms
Name: CCTV2, URL: http://27.11.54.45:8001/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-24, Resolution: 1920x1080, Response Time: 167 ms
Name: CCTV2, URL: http://27.11.36.55:8002/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 371 ms
Name: CCTV2, URL: http://27.11.52.62:8001/rtp/225.0.4.132:7980$1920x1080, Date: 2024-07-29, Resolution: 1920x1080, Response Time: 120 ms
Name: CCTV2, URL: http://27.11.36.55:8001/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 295 ms
Name: CCTV2, URL: http://27.11.56.179:8002/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 137 ms
Name: CCTV2, URL: http://220.192.3.239:8002/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 282 ms
Name: CCTV2, URL: http://27.11.60.108:8002/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-24, Resolution: 1920x1080, Response Time: 127 ms
Name: CCTV2, URL: http://27.11.60.108:8001/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 38 ms
Name: CCTV2, URL: http://27.11.63.14:8002/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 133 ms
Name: CCTV2, URL: http://27.10.230.52:8002/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 365 ms
Name: CCTV2, URL: http://27.11.54.45:8002/rtp/225.0.4.132:7980$1920x1080, Date: 2024-09-24, Resolution: 1920x1080, Response Time: 280 ms
Name: CCTV2, URL: http://113.251.228.172:7788/rtp/235.254.198.52:1484$1920x1080, Date: 2024-09-09, Resolution: 1920x1080, Response Time: 165 ms
Name: CCTV2, URL: http://113.251.228.172:7788/rtp/235.254.198.2:1284$1920x1080, Date: 2024-09-09, Resolution: 1920x1080, Response Time: 165 ms
Name: CCTV2, URL: http://171.213.209.105:888/rtp/239.93.1.23:6000$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://171.213.140.103:58888/rtp/239.93.1.23:6000$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 370 ms
Name: CCTV2, URL: http://ayolee.com:5253/rtp/239.93.1.23:6000$1920x1080, Date: 2024-06-06, Resolution: 1920x1080, Response Time: 311 ms
Name: CCTV2, URL: http://222.212.152.219:4443/rtp/239.93.1.23:6000$1920x1080, Date: 2024-09-18, Resolution: 1920x1080, Response Time: 374 ms
Name: CCTV2, URL: http://171.213.141.51:9999/rtp/239.93.1.23:6000$1920x1080, Date: 2024-09-26, Resolution: 1920x1080, Response Time: 56 ms
Name: CCTV2, URL: http://171.213.129.5:58888/rtp/239.93.1.23:6000$1920x1080, Date: 2024-09-24, Resolution: 1920x1080, Response Time: 357 ms
Name: CCTV2, URL: http://218.5.30.201:4022/rtp/239.61.2.174:9032$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 134 ms
Name: CCTV2, URL: http://120.42.233.146:1025/rtp/239.61.2.174:9032$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://117.63.42.152:5555/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 307 ms
Name: CCTV2, URL: http://221.226.171.136:4022/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-21, Resolution: 1920x1080, Response Time: 367 ms
Name: CCTV2, URL: http://58.219.141.207:4001/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 366 ms
Name: CCTV2, URL: http://114.236.159.169:8001/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-24, Resolution: 1920x1080, Response Time: 208 ms
Name: CCTV2, URL: http://180.111.29.152:8888/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 368 ms
Name: CCTV2, URL: http://121.230.183.22:8888/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 364 ms
Name: CCTV2, URL: http://114.236.159.168:8001/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 98 ms
Name: CCTV2, URL: http://49.75.132.207:7777/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 363 ms
Name: CCTV2, URL: http://121.237.155.237:8800/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 355 ms
Name: CCTV2, URL: http://58.209.45.168:8800/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-15, Resolution: 1920x1080, Response Time: 364 ms
Name: CCTV2, URL: http://49.74.205.159:8888/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-14, Resolution: 1920x1080, Response Time: 365 ms
Name: CCTV2, URL: http://180.115.133.252:1024/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-20, Resolution: 1920x1080, Response Time: 314 ms
Name: CCTV2, URL: http://180.109.220.102:8888/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 348 ms
Name: CCTV2, URL: http://49.79.200.212:8181/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-17, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://58.219.128.130:4001/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 360 ms
Name: CCTV2, URL: http://121.232.56.23:8818/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-18, Resolution: 1920x1080, Response Time: 365 ms
Name: CCTV2, URL: http://58.209.140.66:8888/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 365 ms
Name: CCTV2, URL: http://114.236.159.170:8001/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-24, Resolution: 1920x1080, Response Time: 158 ms
Name: CCTV2, URL: http://114.225.190.118:8800/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://222.95.92.12:4000/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-14, Resolution: 1920x1080, Response Time: 360 ms
Name: CCTV2, URL: http://114.218.23.98:4022/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-18, Resolution: 1920x1080, Response Time: 360 ms
Name: CCTV2, URL: http://49.76.186.70:8800/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 372 ms
Name: CCTV2, URL: http://49.86.48.88:8888/rtp/239.49.8.130:6000$1920x1080, Date: 2024-09-22, Resolution: 1920x1080, Response Time: 360 ms
Name: CCTV2, URL: http://117.63.42.152:5555/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 307 ms
Name: CCTV2, URL: http://221.226.171.136:4022/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-21, Resolution: 1920x1080, Response Time: 367 ms
Name: CCTV2, URL: http://58.219.141.207:4001/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 366 ms
Name: CCTV2, URL: http://114.236.159.169:8001/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-24, Resolution: 1920x1080, Response Time: 208 ms
Name: CCTV2, URL: http://180.111.29.152:8888/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 368 ms
Name: CCTV2, URL: http://121.230.183.22:8888/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 364 ms
Name: CCTV2, URL: http://114.236.159.168:8001/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 98 ms
Name: CCTV2, URL: http://49.75.132.207:7777/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 363 ms
Name: CCTV2, URL: http://121.237.155.237:8800/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 355 ms
Name: CCTV2, URL: http://58.209.45.168:8800/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-15, Resolution: 1920x1080, Response Time: 364 ms
Name: CCTV2, URL: http://49.74.205.159:8888/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-14, Resolution: 1920x1080, Response Time: 365 ms
Name: CCTV2, URL: http://180.115.133.252:1024/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-20, Resolution: 1920x1080, Response Time: 314 ms
Name: CCTV2, URL: http://180.109.220.102:8888/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 348 ms
Name: CCTV2, URL: http://49.79.200.212:8181/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-17, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://58.219.128.130:4001/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 360 ms
Name: CCTV2, URL: http://121.232.56.23:8818/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-18, Resolution: 1920x1080, Response Time: 365 ms
Name: CCTV2, URL: http://58.209.140.66:8888/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 365 ms
Name: CCTV2, URL: http://114.236.159.170:8001/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-24, Resolution: 1920x1080, Response Time: 158 ms
Name: CCTV2, URL: http://114.225.190.118:8800/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://222.95.92.12:4000/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-14, Resolution: 1920x1080, Response Time: 360 ms
Name: CCTV2, URL: http://114.218.23.98:4022/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-18, Resolution: 1920x1080, Response Time: 360 ms
Name: CCTV2, URL: http://49.76.186.70:8800/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 372 ms
Name: CCTV2, URL: http://49.86.48.88:8888/rtp/239.49.1.2:6000$1920x1080, Date: 2024-09-22, Resolution: 1920x1080, Response Time: 360 ms
Name: CCTV2, URL: http://218.72.98.109:4022/rtp/233.50.201.119:5140$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 117 ms
Name: CCTV2, URL: http://183.151.16.91:4022/rtp/233.50.201.119:5140$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 368 ms
Name: CCTV2, URL: http://60.179.86.91:9999/rtp/233.50.201.119:5140$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 217 ms
Name: CCTV2, URL: http://183.151.61.152:4022/rtp/233.50.201.119:5140$1920x1080, Date: 2024-09-22, Resolution: 1920x1080, Response Time: 364 ms
Name: CCTV2, URL: http://115.193.30.85:9999/rtp/233.50.201.119:5140$1920x1080, Date: 2024-09-26, Resolution: 1920x1080, Response Time: 359 ms
Name: CCTV2, URL: http://115.230.183.55:9999/rtp/233.50.201.119:5140$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 364 ms
Name: CCTV2, URL: http://115.230.209.201:9999/rtp/233.50.201.119:5140$1920x1080, Date: 2024-09-26, Resolution: 1920x1080, Response Time: 364 ms
Name: CCTV2, URL: http://125.121.121.7:9999/rtp/233.50.201.119:5140$1920x1080, Date: 2024-09-26, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://218.72.98.109:4022/rtp/233.50.201.2:5140$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 117 ms
Name: CCTV2, URL: http://183.151.16.91:4022/rtp/233.50.201.2:5140$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 368 ms
Name: CCTV2, URL: http://60.179.86.91:9999/rtp/233.50.201.2:5140$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 217 ms
Name: CCTV2, URL: http://183.151.61.152:4022/rtp/233.50.201.2:5140$1920x1080, Date: 2024-09-22, Resolution: 1920x1080, Response Time: 364 ms
Name: CCTV2, URL: http://115.193.30.85:9999/rtp/233.50.201.2:5140$1920x1080, Date: 2024-09-26, Resolution: 1920x1080, Response Time: 359 ms
Name: CCTV2, URL: http://115.230.183.55:9999/rtp/233.50.201.2:5140$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 364 ms
Name: CCTV2, URL: http://115.230.209.201:9999/rtp/233.50.201.2:5140$1920x1080, Date: 2024-09-26, Resolution: 1920x1080, Response Time: 364 ms
Name: CCTV2, URL: http://125.121.121.7:9999/rtp/233.50.201.2:5140$1920x1080, Date: 2024-09-26, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://101.68.81.44:9999/rtp/233.50.201.119:5140$1920x1080, Date: 2024-05-20, Resolution: 1920x1080, Response Time: 352 ms
Name: CCTV2, URL: http://219.145.19.189:5554/rtp/239.112.205.78:5140$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 192 ms
Name: CCTV2, URL: http://219.145.19.118:5555/rtp/239.112.205.78:5140$1920x1080, Date: 2024-09-01, Resolution: 1920x1080, Response Time: 151 ms
Name: CCTV2, URL: http://14.153.161.94:8888/rtp/239.253.43.17:5146$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 364 ms
Name: CCTV2, URL: http://171.105.201.164:4022/rtp/239.81.0.14:4056$720x576, Date: 2024-08-18, Resolution: 720x576, Response Time: 117 ms
Name: CCTV2, URL: http://101.81.238.167:4022/rtp/239.45.1.109:5140$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://116.226.62.3:8088/rtp/239.45.1.109:5140$1920x1080, Date: 2024-09-24, Resolution: 1920x1080, Response Time: 15 ms
Name: CCTV2, URL: http://58.32.43.123:8888/rtp/239.45.1.109:5140$1920x1080, Date: 2024-09-23, Resolution: 1920x1080, Response Time: 308 ms
Name: CCTV2, URL: http://219.140.224.108:5555/rtp/239.69.1.102:10250$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://27.16.219.181:4022/rtp/239.69.1.102:10250$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 364 ms
Name: CCTV2, URL: http://119.98.134.206:5555/rtp/239.69.1.102:10250$1920x1080, Date: 2024-09-26, Resolution: 1920x1080, Response Time: 165 ms
Name: CCTV2, URL: http://119.98.133.99:4022/rtp/239.69.1.102:10250$1920x1080, Date: 2024-08-27, Resolution: 1920x1080, Response Time: 76 ms
Name: CCTV2, URL: http://119.98.174.222:8888/rtp/239.69.1.102:10250$1920x1080, Date: 2024-09-22, Resolution: 1920x1080, Response Time: 359 ms
Name: CCTV2, URL: http://119.98.124.146:4022/rtp/239.69.1.102:10250$1920x1080, Date: 2024-09-04, Resolution: 1920x1080, Response Time: 107 ms
Name: CCTV2, URL: http://118.249.20.127:9999/rtp/239.76.253.152:9000$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://118.249.20.125:9999/rtp/239.76.253.152:9000$1920x1080, Date: 2024-09-26, Resolution: 1920x1080, Response Time: 361 ms
Name: CCTV2, URL: http://124.230.56.141:55555/rtp/239.76.253.152:9000$1920x1080, Date: 2024-09-21, Resolution: 1920x1080, Response Time: 344 ms
Name: CCTV2, URL: http://42.4.217.176:9009/rtp/232.0.0.135:1234$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 374 ms
Name: CCTV2, URL: http://42.4.217.176:9003/rtp/232.0.0.135:1234$1920x1080, Date: 2024-09-26, Resolution: 1920x1080, Response Time: 361 ms
Name: CCTV2, URL: http://223.215.52.103:58888/rtp/238.1.78.235:7752$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 148 ms
Name: CCTV2, URL: http://36.56.123.93:4022/rtp/238.1.78.235:7752$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 366 ms
Name: CCTV2, URL: http://222.141.135.59:888/rtp/225.1.4.74:1103$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 345 ms
Name: CCTV2, URL: http://42.237.177.183:4000/rtp/225.1.4.74:1103$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://219.156.53.210:9999/rtp/225.1.4.74:1103$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 360 ms
Name: CCTV2, URL: http://222.141.135.59:888/rtp/225.1.4.2:1031$1920x1080, Date: 2024-09-28, Resolution: 1920x1080, Response Time: 345 ms
Name: CCTV2, URL: http://42.237.177.183:4000/rtp/225.1.4.2:1031$1920x1080, Date: 2024-09-27, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV2, URL: http://219.156.53.210:9999/rtp/225.1.4.2:1031$1920x1080, Date: 2024-09-25, Resolution: 1920x1080, Response Time: 360 ms
Name: CCTV2, URL: http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8, Date: None, Resolution: None, Response Time: 1660 ms
Name: CCTV2, URL: http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8, Date: None, Resolution: None, Response Time: 1660 ms
Name: CCTV2, URL: http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226540/index.m3u8, Date: None, Resolution: None, Response Time: 1660 ms
Name: CCTV2, URL: http://61.136.67.238:50085/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 389 ms
Name: CCTV2, URL: http://59.173.183.242:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 414 ms
Name: CCTV2, URL: http://58.48.5.186:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 418 ms
Name: CCTV2, URL: http://171.120.64.204:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 405 ms
Name: CCTV2, URL: http://58.57.21.166:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 794 ms
Name: CCTV2, URL: http://117.27.190.42:9998/tsfile/live/23233_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 434 ms
Name: CCTV2, URL: http://113.57.20.158:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 411 ms
Name: CCTV2, URL: http://183.185.252.91:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1408 ms
Name: CCTV2, URL: http://58.48.37.158:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 409 ms
Name: CCTV2, URL: http://58.220.219.14:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 386 ms
Name: CCTV2, URL: http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 429 ms
Name: CCTV2, URL: http://121.19.134.125:808/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 423 ms
Name: CCTV2, URL: http://171.120.7.130:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 410 ms
Name: CCTV2, URL: http://60.12.183.46:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 647 ms
Name: CCTV2, URL: http://218.3.138.25:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 391 ms
Name: CCTV2, URL: http://183.191.212.247:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 468 ms
Name: CCTV2, URL: http://123.138.216.44:9902/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 393 ms
Name: CCTV2, URL: http://61.157.139.15:9901/tsfile/live/2372_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 444 ms
Name: CCTV2, URL: http://58.51.111.46:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 858 ms
Name: CCTV2, URL: http://58.245.97.28:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 1308 ms
Name: CCTV2, URL: http://223.241.247.214:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 466 ms
Name: CCTV2, URL: http://36.35.16.98:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 676 ms
Name: CCTV2, URL: http://202.100.46.58:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 430 ms
Name: CCTV2, URL: http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 437 ms
Name: CCTV2, URL: http://61.136.172.236:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 413 ms
Name: CCTV2, URL: http://113.65.162.95:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5514 ms
Name: CCTV2, URL: http://219.137.203.224:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5674 ms
Name: CCTV2, URL: http://116.128.242.83:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 453 ms
Name: CCTV2, URL: http://113.57.109.48:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 381 ms
Name: CCTV2, URL: http://116.233.34.25:7777/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 406 ms
Name: CCTV2, URL: http://221.224.4.170:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 650 ms
Name: CCTV2, URL: http://59.173.243.210:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 411 ms
Name: CCTV2, URL: http://58.216.229.130:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 462 ms
Name: CCTV2, URL: http://220.164.192.48:50085/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 1125 ms
Name: CCTV2, URL: http://116.128.224.11:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 474 ms
Name: CCTV2, URL: http://221.213.69.82:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 512 ms
